ID , Year, Month (r), Date      , Ticker       , Transation                  , Stock Proceeds, Units      , Balance Units, Cost  Unit Price, Total Cost (H*J), Balance Total Cost (prior + K), Avarage Price (K/H), B3 Unit Price, B3  Total Price  (I*N), 7        , 31       , 365      , YTD      , Instrument Type, Investment Broker , CNPJ              , IR       , Dollar Date, Total_(stocks + proceeds), Overall  % Var, Overall  %   YTD
330, 2024,         7, 05/07/2024, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 33,48"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
331, 2024,         7, 05/07/2024, HSML11       , RENDIMENTOS                 , "R$ 66,40"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
332, 2024,         7, 12/07/2024, HGRU11       , RENDIMENTOS                 , "R$ 87,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
333, 2024,         7, 12/07/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
334, 2024,         8, 07/08/2024, HSML11       , RENDIMENTOS                 , "R$ 66,40"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
335, 2024,         8, 14/08/2024, BVMF:WEGE3   , DIVIDENDOS                  , "R$ 5,62"     ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  ,                          ,               , 
336, 2024,         8, 14/08/2024, BVMF:WEGE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 1,48"     ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  ,                          ,               , 
337, 2024,         8, 14/08/2024, BVMF:WEGE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 1,60"     ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  ,                          ,               , 
338, 2024,         8, 14/08/2024, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
339, 2024,         8, 14/08/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
340, 2024,         8, 30/08/2024, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,64"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
341, 2024,         8, 30/08/2024, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,48"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
342, 2024,         9, 04/09/2024, BVMF:VALE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 277,64"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
343, 2024,         9, 06/09/2024, HSML11       , RENDIMENTOS                 , "R$ 66,40"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
344, 2024,         9, 13/09/2024, AMER3        , FRAÇÕES DE AÇÕES            , "R$ 2,85"     , "143,0000" , "143,00000"  , "R$ 33,30"      , "R$ 4.761,90"   , "R$ 4.761,90"                 , "R$ 33,30"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Retail         , Rico Investimentos, 00.776.574/0001-58,          , NOT FOUND  ,                          ,               , 
345, 2024,         9, 13/09/2024, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
346, 2024,         9, 13/09/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
347, 2024,        10, 01/10/2024, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
348, 2024,        10, 07/10/2024, B3SA3        , DIVIDENDOS                  , "R$ 27,05"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
349, 2024,        10, 07/10/2024, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 39,45"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
350, 2024,        10, 07/10/2024, HSML11       , RENDIMENTOS                 , "R$ 66,40"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
351, 2024,        10, 14/10/2024, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
352, 2024,        10, 14/10/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
353, 2024,        11, 06/11/2024, IAU          , Buy                         ,               , "6,0000"   , "6,00000"    , "R$ 281,58"     , "R$ 1.689,48"   , "R$ 1.689,48"                 , "R$ 281,58"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , NOT FOUND  ,                          ,               , 
354, 2024,        11, 06/11/2024, QQQ          , Buy                         ,               , "1,0000"   , "1,00000"    , "R$ 2.837,40"   , "R$ 2.837,40"   , "R$ 2.837,40"                 , "R$ 2.837,40"      , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , NOT FOUND  ,                          ,               , 
355, 2024,        11, 06/11/2024, TLT          , Buy                         ,               , "3,0000"   , "3,00000"    , "R$ 510,73"     , "R$ 1.532,19"   , "R$ 1.532,19"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , NOT FOUND  ,                          ,               , 
356, 2024,        11, 07/11/2024, HSML11       , RENDIMENTOS                 , "R$ 66,40"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
357, 2024,        11, 14/11/2024, HGRU11       , RENDIMENTOS                 , "R$ 63,00"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
358, 2024,        11, 14/11/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
359, 2024,        12, 06/12/2024, HSML11       , RENDIMENTOS                 , "R$ 66,40"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
360, 2024,        12, 06/12/2024, TLT          , DIVIDENDOS                  , "R$ 5,97"     ,            , "3,00000"    , "R$ 510,73"     , "R$ 0,00"       , "R$ 1.532,19"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, #VALUE!  , NOT FOUND  ,                          ,               , 
361, 2024,        12, 13/12/2024, HGRU11       , RENDIMENTOS                 , "R$ 63,00"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
362, 2024,        12, 13/12/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
363, 2024,        12, 24/12/2024, TLT          , DIVIDENDOS                  , "R$ 6,48"     ,            , "3,00000"    , "R$ 510,73"     , "R$ 0,00"       , "R$ 1.532,19"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, #VALUE!  , NOT FOUND  ,                          ,               , 
364, 2025,         1, 01/01/2025, MONTH CLOSING,                             ,               ,            ,              ,                 ,                 ,                               ,                    , NOT FOUND    ,                       ,          ,          ,          , NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 144.487,33"          ,               , 
365, 2025,         1, 02/01/2025, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
366, 2025,         1, 02/01/2025, QQQ          , DIVIDENDOS                  , "R$ 5,11"     ,            , "1,00000"    , "R$ 2.837,40"   , "R$ 0,00"       , "R$ 2.837,40"                 , "R$ 2.837,40"      , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, #VALUE!  , NOT FOUND  ,                          ,               , 
367, 2025,         1, 08/01/2025, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 41,80"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25, "R$ 7,37", NOT FOUND  ,                          ,               , 
