ID , Year, Month (r), Date      , Ticker       , Transation                  , Stock Proceeds, Units      , Balance Units, Cost  Unit Price, Total Cost (H*J), Balance Total Cost (prior + K), Avarage Price (K/H), B3 Unit Price, B3  Total Price  (I*N), 7        , 31       , 365      , YTD      , Instrument Type, Investment Broker , CNPJ              , IR       , Dollar Date, Total_(stocks + proceeds), Overall  % Var, Overall  %   YTD
390, 2025,         3, 18/03/2025, HGRU11       , RENDIMENTOS                 , "R$ 63,00"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
391, 2025,         3, 18/03/2025, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
392, 2025,         4, 01/04/2025, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
393, 2025,         4, 01/04/2025, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
394, 2025,         4, 07/04/2025, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 41,02"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25, "R$ 7,23", NOT FOUND  ,                          ,               , 
395, 2025,         4, 07/04/2025, HSML11       , RENDIMENTOS                 , "R$ 53,95"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
396, 2025,         4, 07/04/2025, TLT          , DIVIDENDOS                  , "R$ 5,57"     ,            , "3,00000"    , "R$ 510,73"     , "R$ 0,00"       , "R$ 1.532,19"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, #VALUE!  , "R$ 4,99"  ,                          ,               , 
397, 2025,         4, 14/04/2025, HGRU11       , RENDIMENTOS                 , "R$ 63,00"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
398, 2025,         4, 14/04/2025, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
399, 2025,         4, 22/04/2025, ITSA4        , DIVIDENDOS                  , "R$ 0,73"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
400, 2025,         4, 30/04/2025, MONTH CLOSING,                             ,               ,            ,              ,                 ,                 ,                               ,                    , NOT FOUND    ,                       ,          ,          ,          , NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 136.699,17"          ,               , "-5,39%"
401, 2025,         5, 01/05/2025, QQQ          , DIVIDENDOS                  , "R$ 4,09"     ,            , "1,00000"    , "R$ 2.837,40"   , "R$ 0,00"       , "R$ 2.837,40"                 , "R$ 2.837,40"      , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, #VALUE!  , NOT FOUND  ,                          ,               , 
402, 2025,         5, 07/05/2025, TLT          , DIVIDENDOS                  , "R$ 5,63"     ,            , "3,00000"    , "R$ 510,73"     , "R$ 0,00"       , "R$ 1.532,19"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, #VALUE!  , NOT FOUND  ,                          ,               , 
403, 2025,         5, 08/05/2025, HSML11       , RENDIMENTOS                 , "R$ 53,95"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
404, 2025,         5, 15/05/2025, HGRU11       , RENDIMENTOS                 , "R$ 63,00"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
405, 2025,         5, 15/05/2025, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
406, 2025,         5, 28/05/2025, TAEE11       , DIVIDENDOS                  , "R$ 110,66"   ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  , "R$ 142.830,11"          , "-0,81%"      , "-1,15%"
407, 2025,         5, 31/05/2025, MONTH CLOSING,                             ,               ,            , "0,00000"    ,                 , "R$ 0,00"       , "R$ 0,00"                     , "R$ 0,00"          , NOT FOUND    ,                       ,          ,          ,          , NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 143.997,79"          , "+5,34%"      , "-0,34%"
408, 2025,         6, 06/06/2025, HSML11       , RENDIMENTOS                 , "R$ 53,95"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
409, 2025,         6, 06/06/2025, TLT          , DIVIDENDOS                  , "R$ 5,34"     ,            , "3,00000"    ,                 , "R$ 0,00"       , "R$ 1.532,20"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, "R$ 1,61", NOT FOUND  ,                          ,               , 
410, 2025,         6, 13/06/2025, HGRU11       , RENDIMENTOS                 , "R$ 63,00"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
411, 2025,         6, 13/06/2025, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
412, 2025,         6, 30/06/2025, MONTH CLOSING,                             ,               ,            , "0,00000"    ,                 , "R$ 0,00"       , "R$ 0,00"                     , "R$ 0,00"          , NOT FOUND    ,                       ,          ,          ,          , NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 143.346,15"          , "-0,45%"      , "-0,79%"
413, 2025,         7, 01/07/2025, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  , "R$ 150.238,03"          , "+4,81%"      , "+3,98%"
414, 2025,         7, 07/07/2025, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 47,54"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  , "R$ 150.349,52"          , "+4,89%"      , "+4,06%"
415, 2025,         7, 07/07/2025, HSML11       , RENDIMENTOS                 , "R$ 53,95"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  , "R$ 150.238,19"          , "+4,81%"      , "+3,98%"
416, 2025,         7, 07/07/2025, TLT          , DIVIDENDOS                  , "R$ 5,38"     ,            , "3,00000"    ,                 , "R$ 0,00"       , "R$ 1.532,20"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, "R$ 1,60", NOT FOUND  , "R$ 150.345,67"          , "+4,88%"      , "+4,05%"
417, 2025,         7, 11/07/2025, BVMF:HAPV3   , FRAÇÕES DE AÇÕES            , "R$ 27,02"    ,            , "16,00000"   ,                 , 0               , "R$ 710,33"                   , "R$ 44,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Healthcare     , Rico Investimentos, 05.197.443/0001-38,          , NOT FOUND  , "R$ 150.144,22"          , "+4,74%"      , "+3,92%"
418, 2025,         7, 14/07/2025, HGRU11       , RENDIMENTOS                 , "R$ 108,50"   ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  , "R$ 150.352,14"          , "+4,89%"      , "+4,06%"
419, 2025,         7, 14/07/2025, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  , "R$ 150.292,14"          , "+4,85%"      , "+4,02%"
420, 2025,         7, 23/07/2025, IAU          , Buy                         ,               , "4,0000"   , "10,00000"   , "R$ 349,41"     , "R$ 1.397,64"   , "R$ 3.087,12"                 , "R$ 308,71"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , NOT FOUND  , "R$ 150.653,26"          , "+5,10%"      , "+4,27%"
421, 2025,         7, 31/07/2025, QQQ          , DIVIDENDOS                  , "R$ 3,34"     ,            , "1,00000"    , "R$ 2.837,40"   , "R$ 0,00"       , "R$ 2.837,40"                 , "R$ 2.837,40"      , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, "R$ 1,00", NOT FOUND  , "R$ 147.605,56"          , "+0,20%"      , "+2,16%"
422, 2025,         8, 06/08/2025, TLT          , DIVIDENDOS                  , "R$ 5,41"     ,            , "3,00000"    ,                 , 0               , "R$ 1.532,20"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, "R$ 1,64", NOT FOUND  , "R$ 143.507,30"          , "-2,58%"      , "-0,68%"
423, 2025,         8, 07/08/2025, HSML11       , RENDIMENTOS                 , "R$ 54,78"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  , "R$ 143.514,50"          , "-2,58%"      , "-0,67%"
424, 2025,         8, 13/08/2025, BVMF:WEGE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 2,06"     ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  , "R$ 142.306,00"          , "-4,37%"      , "-1,51%"
425, 2025,         8, 13/08/2025, BVMF:WEGE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 2,40"     ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  , "R$ 142.308,06"          , "-4,37%"      , "-1,51%"
426, 2025,         8, 13/08/2025, BVMF:WEGE3   , DIVIDENDOS                  , "R$ 5,14"     ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  , "R$ 142.310,46"          , "-4,37%"      , "-1,51%"
427, 2025,         8, 14/08/2025, HGRU11       , RENDIMENTOS                 , "R$ 66,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  , "R$ 142.338,70"          , "-4,35%"      , "-1,49%"
428, 2025,         8, 14/08/2025, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  , "R$ 142.278,70"          , "-4,39%"      , "-1,53%"
429, 2025,         8, 27/08/2025, TAEE11       , JUROS S/ CAPITAL PRÓPRIO    , "R$ 92,91"    ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  , "R$ 142.493,01"          , "-4,25%"      , "-1,38%"
430, 2025,         8, 29/08/2025, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 1,26"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  , "R$ 142.541,89"          , "-4,21%"      , "-1,35%"
431, 2025,         8, 29/08/2025, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,40"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  , "R$ 142.543,15"          , "-4,21%"      , "-1,35%"
432, 2025,         8, 31/08/2025, MONTH CLOSING,                             ,               ,            , "0,00000"    ,                 , 0               , "R$ 0,00"                     , "R$ 0,00"          , NOT FOUND    ,                       ,          ,          ,          , NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 148.446,12"          , "+3,56%"      , "+2,74%"
433, 2025,         9, 03/09/2025, BVMF:VALE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 251,33"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
434, 2025,         9, 05/09/2025, HSML11       , RENDIMENTOS                 , "R$ 55,61"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
435, 2025,         9, 05/09/2025, TLT          , DIVIDENDOS                  , "R$ 5,30"     ,            , "3,00000"    ,                 , 0               , "R$ 1.532,20"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, "R$ 1,57", NOT FOUND  ,                          ,               , 
436, 2025,         9, 12/09/2025, HGRU11       , RENDIMENTOS                 , "R$ 66,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
437, 2025,         9, 12/09/2025, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
438, 2025,         9, 30/09/2025, MONTH CLOSING,                             ,               ,            , "0,00000"    ,                 , 0               , "R$ 0,00"                     , "R$ 0,00"          , NOT FOUND    ,                       ,          ,          ,          , NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 151.996,04"          , "+2,39%"      , "+5,20%"
439, 2025,        10, 01/10/2025, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
440, 2025,        10, 06/10/2025, TLT          , DIVIDENDOS                  , "R$ 4,94"     ,            , "3,00000"    ,                 , 0               , "R$ 1.532,20"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, "R$ 1,48", NOT FOUND  ,                          ,               , 
441, 2025,        10, 07/10/2025, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 51,11"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
442, 2025,        10, 07/10/2025, HSML11       , RENDIMENTOS                 , "R$ 56,44"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
443, 2025,        10, 14/10/2025, HGRU11       , RENDIMENTOS                 , "R$ 66,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
444, 2025,        10, 14/10/2025, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
445, 2025,        10, 31/10/2025, MONTH CLOSING,                             ,               ,            , "0,00000"    ,                 , 0               , 0                             , 0                  , NOT FOUND    ,                       ,          ,          ,          , NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 148.810,45"          , "-2,10%"      , "+2,99%"
446, 2025,        10, 31/10/2025, QQQ          , DIVIDENDOS                  , "R$ 3,71"     ,            , "1,00000"    , "R$ 2.837,40"   , "R$ 0,00"       , "R$ 2.837,40"                 , "R$ 2.837,40"      , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66, "R$ 1,13", NOT FOUND  ,                          ,               , 
447, 2025,        11, 07/11/2025, HSML11       , RENDIMENTOS                 , "R$ 58,10"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
448, 2025,        11, 07/11/2025, IVVB11       , Sell                        ,               , "-48,0000" , "23,00000"   , "R$ 405,80"     , "-R$ 19.478,48" , "-R$ 7.522,32"                , "R$ 405,80"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, ETF            , Rico Investimentos, 19.909.560/0001-92,          , NOT FOUND  ,                          ,               , 
449, 2025,        11, 14/11/2025, HGRU11       , RENDIMENTOS                 , "R$ 66,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
450, 2025,        11, 14/11/2025, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
451, 2025,        11, 27/11/2025, TAEE11       , DIVIDENDOS                  , "R$ 46,03"    ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
452, 2025,        11, 27/11/2025, TAEE11       , DIVIDENDOS                  , "R$ 64,38"    ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
453, 2025,        11, 27/11/2025, TAEE11       , JUROS S/ CAPITAL DE CLIENTES, "R$ 108,63"   ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
454, 2025,        11, 30/11/2025, MONTH CLOSING,                             ,               ,            , "0,00000"    ,                 ,                 , 0                             , 0                  , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 127.629,65"          , "-14,23%"     , "-11,67%"
455, 2025,        12, 04/12/2025, TLT          , DIVIDENDOS                  , "R$ 5,10"     ,            , "3,00000"    ,                 ,                 , "R$ 1.532,20"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , NOT FOUND  ,                          ,               , 
456, 2025,        12, 05/12/2025, HSML11       , RENDIMENTOS                 , "R$ 58,10"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
457, 2025,        12, 12/12/2025, BVMF:WEGE3   , JUROS S/ CAPITAL DE CLIENTES, "R$ 2,81"     ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  ,                          ,               , 
458, 2025,        12, 12/12/2025, BVMF:WEGE3   , JUROS S/ CAPITAL DE CLIENTES, "R$ 2,84"     ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  ,                          ,               , 
